fid,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,x,y
1106,0.5576,0,0.0371,0.3481,0.004,0.0417,0.0055,0,0.006,0,0.098319328,0.600840336,0.057142857,0,0.010084034,0.194117647,0.039495798,0,0,0,0,0,0,0,0,0,0,0.256929031,0,0,0,56.09380042,0,3.731758041,0.000377711,0,0.000711434,0.000351012,14.30538922,0,14.43846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,32.57522327
1107,0.5613,0,0.0291,0.2441,0.0047,0.0368,0.1147,0.0034,0.006,0,0.148788927,0.490484429,0,0,0.121972318,0.172145329,0.066608997,0,0,0,0,0,0,0,0,0,0,0.11971055,0,0,0,56.46222525,0,2.92857399,0.000310812,0,0.000625324,0.000588764,12.97211156,0,16.61739131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,32.54522327
1108,0.153,0.0001,0.002,0.779,0.0096,0.0414,0.0089,0,0.006,0,0.743944637,0.222318339,0.029411765,0,0.00432526,0,0,0,0,0,0,0,0,0,0,0,0,0.11971055,0,0,0,15.39226935,0.006274875,0.202588834,0.000515992,0,0.001164865,0.003822944,16.33460076,1,8.129032259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,32.51522327
1109,0.1239,0,0.0032,0.6976,0.0903,0.0668,0.0123,0,0.006,7,0.461344538,0.47394958,0.057142857,0,0.007563025,0,0,0,0,0,0,0,0,0,0,0,0,0.838842367,0,0,0,12.4663846,0,0.321811467,0.000424001,0,0.001367364,0.003875535,21.43644068,0,8.078947369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,32.48522327
1110,0.0961,0.0001,0.0036,0.7769,0.0396,0.0681,0.0095,0.0001,0.006,0,0.67733564,0.30449827,0,0,0.006920415,0,0,0.011245675,0,0,0,0,0,0,0,0,0,0.894263038,0,0,0,9.66958299,0.012549751,0.364839184,0.000375335,0,0.001001624,0.006590435,19.01442308,1.25,9.073170733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,32.45522327
1111,0.0539,0.0001,0.0064,0.7874,0.0629,0.0719,0.0114,0.0001,0.006,0,0.521848739,0.414285714,0.057142857,0,0.006722689,0,0,0,0,0,0,0,0,0,0,0,0,0.456275236,0,0,0,5.423285166,0.007171286,0.641830112,0.000575209,0,0.000758495,0.002056681,14.19871795,1.166666667,13.74074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,32.42522327
1112,0.0374,0,0.0038,0.8361,0.0682,0.0468,0.0011,0.0007,0.006,6,0.615916955,0.381487889,0,0,0.002595156,0,0,0,0,0,0,0,0,0,0,0,0,0.281018238,0,1,0,3.759546775,0,0.378285345,0.000639704,0,0.000699414,0.005267848,14.56153846,0,12.40476191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,32.39522327
1113,0.0584,0,0.0028,0.7411,0.0824,0.1073,0.0041,0.0008,0.003,0,0.348615917,0.493944637,0.029411765,0,0.01384083,0,0,0.022491349,0,0.091695502,0,0,0,0,0,0,0,0.870014997,0,0,0,5.858940801,0.003585643,0.276094518,0.000471658,0.019110272,0.001176281,0.005445858,18.19135803,1.5,8.63888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,32.36522327
1114,0.0719,0,0.0064,0.373,0.2807,0.1767,0.0823,0.0032,0.006,88,0.053781513,0.003361345,0.057142857,0,0.066386555,0,0,0.369747899,0,0.421008403,0.02605042,0,0.002521008,0,0,0,0,1.279501666,0,481,0,7.22955287,0.000896411,0.646312166,0.000460152,0,0.000926388,0.001209539,22.07222222,1,11.94444445,2,14.45910574,0.001792822,1.292624332,0.000920304,0.000920304,0.001852776,44.14444444,2,23.8888889,-0.686115,-0.118407,2,9,5,6,1,1,1,1,118.3000664,32.33522327
1115,0.1965,0,0.0143,0.0516,0.5804,0.0523,0.099,0,0.006,2687,0.016435986,0,0,0,0.082179931,0.030276817,0.01384083,0.105536332,0,0.175605536,0.089965398,0,0.243944637,0.230968858,0.009515571,0.001730104,0,1.12308781,0,15387,0,19.76406469,0,1.440532109,0.000389285,0,0.000995237,0.000342133,20.00336701,0,9.506172841,7,138.3484528,0,10.08372476,0.002724995,0.002724995,0.006966659,140.0235691,0,66.54320989,-0.567244,0.638442,4,9,13,0,1,1,1,0,118.3000664,32.30522327
1116,0.4456,0,0.0193,0.0921,0.3215,0.0874,0.028,0,0.006,177,0.021008403,0,0.057142857,0,0.019327731,0.278151261,0.01092437,0.304201681,0,0.162184874,0.072268908,0,0.067226891,0.007563025,0,0,0,0.785995968,0,10063,0,44.82591703,0.004482054,1.946107784,0.00035426,0,0.000771823,0.000567792,11.09151786,1,10.44680851,9,403.4332533,0.040338486,17.51497006,0.00318834,0.00318834,0.006946407,99.82366074,9,94.02127659,1.20337,1.083426,3,0,3,0,1,0,1,0,118.3000664,32.27522327
1117,0.1172,0.0003,0.0284,0.3039,0.3336,0.1789,0.0317,0.0001,0.006,41,0.261245675,0.019896194,0.029411765,0,0.028546713,0.038062284,0.006055363,0.307958478,0,0.174740484,0.026816609,0,0.107266436,0,0,0,0,1.545704423,0,3417,0,11.79138729,0.029581555,2.855964717,0.000430016,0.001371069,0.000611391,0.004696323,19.26086957,2.666666667,14.28318584,3,35.37416187,0.088744665,8.567894151,0.001290048,0.001290048,0.001834173,57.78260871,8.000000001,42.84955752,0,0,0,0,0,0,0,0,0,0,118.3000664,32.24522327
1118,0.119,0,0.0041,0.447,0.2448,0.1586,0.0203,0.0002,0.006,31,0.320069204,0.146193772,0,0,0.01816609,0,0,0.16349481,0,0.344290657,0.007785467,0,0,0,0,0,0,1.724705063,0,83,0,11.97425508,0,0.415038187,0.000402008,0,0.000979233,0.016200552,23.95689655,0,10.20454546,5,59.8712754,0,2.075190935,0.00201004,0.00201004,0.004896165,119.7844828,0,51.0227273,0,0,0,0,0,0,0,0,0,0,118.3000664,32.21522327
1119,0.0773,0.0001,0.0041,0.604,0.1164,0.1712,0.0208,0.0001,0.006,1,0.613445378,0.16302521,0.057142857,0,0.012605042,0,0,0.148739496,0,0.005042017,0,0,0,0,0,0,0,0.910748358,0,0,0,7.779052673,0.009860518,0.411452544,0.000584626,0.006551971,0.000785891,0.006596037,16.31016043,2.142857143,11.72093023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,32.18522327
1120,0.0345,0.0002,0.0035,0.3878,0.2806,0.1772,0.1051,0.0051,0.006,17,0.42733564,0.066608997,0,0,0.095155709,0,0,0.335640138,0,0.038062284,0.037197232,0,0,0,0,0,0,0.562612601,0,22,0,3.472695328,0.017031805,0.349600201,0.000677929,0.022757183,0.001185436,0.000939777,14.4,1.333333333,7.550000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,32.15522327
1121,0.0345,0,0.0081,0.2222,0.5538,0.1716,0.0038,0,0.006,24,0.128571429,0.031092437,0.057142857,0,0.001680672,0,0,0.714285714,0.000840336,0.057983193,0.008403361,0,0,0,0,0,0,0.746798901,2.9480155,177,0.219163662,3.47538456,0.001792822,0.812148159,0.000564033,0,0.000845432,0.00246812,14.88,1,11.2295082,2,6.95076912,0.003585644,1.624296318,0.001128066,0.001128066,0.001690864,29.76,2,22.4590164,0,0,0,0,0,0,0,0,0,0,118.3000664,32.12522327
1122,0.0114,0,0.0057,0.6805,0.0967,0.1731,0.0265,0,0.006,8,0.64532872,0.113321799,0.029411765,0,0.014705882,0,0,0.1816609,0,0.012975779,0,0,0.002595156,0,0,0,0,0.834683751,0,5,0,1.149198609,0,0.578184947,0.000751125,0,0.000792013,0.000995125,11.18055556,0,10.94117647,0,0,0,0,0,0,0,0,0,0,0.334668,0.408804,1,1,2,0,1,1,1,0,118.3000664,32.09522327
1123,0.0336,0,0.0012,0.6895,0.1115,0.1105,0.0329,0.0149,0.006,7,0.560553633,0.179930796,0,0.031141869,0.01384083,0,0,0.09083045,0,0.113321799,0.006920415,0,0.003460208,0,0,0,0,0.955161304,0,4,0,3.380365018,0,0.119222633,0.000632186,0,0.002355864,0.001064399,13.43902439,0,5.083333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,32.06522327
1124,0.0318,0.0002,0.0032,0.4826,0.0149,0.108,0.3506,0.0026,0.006,0,0.72605042,0.189915966,0.057142857,0,0.026890756,0,0,0,0,0,0,0,0,0,0,0,0,0.275438066,0,0,0,3.201979275,0.015238983,0.324500699,0.000577705,0.000534558,0.000983925,0.000363151,12.85833333,2.222222222,9.128205129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,32.03522327
1125,0.0038,0,0.0005,0.8497,0.0023,0.0538,0.0804,0.0005,0.0089,0,0.970588235,0.016435986,0,0,0.012975779,0,0,0,0,0,0,0,0,0,0,0,0,0.826019944,0,0,0,0.38032044,0,0.053047059,0.000802928,0,0.003788914,0.00075941,9.357142858,0,3.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,32.00522327
1126,0.0515,0,0.0015,0.8578,0.0225,0.0344,0.0253,0.001,0.006,0,0.738655462,0.190756303,0.057142857,0,0.011764706,0.001680672,0,0,0,0,0,0,0,0,0,0,0,0.798698317,0,0,0,5.180357847,0.000896411,0.152389831,0.000410538,0,0.001577923,0.002367636,10.47058824,1,5.962962964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,31.97522327
1127,0.4819,0,0.0135,0.3631,0.0267,0.0996,0.0064,0.0027,0.006,6,0.057958478,0.574394464,0.029411765,0,0.008650519,0.310553633,0,0,0.015570934,0.003460208,0,0,0,0,0,0,0,0.260781213,0,2,0,48.48148015,0.001792822,1.358062318,0.000365825,0.005539044,0.000756451,0.001441334,8.506437769,1.333333333,12.53846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,31.94522327
1128,0.4591,0,0.01,0.3547,0.0348,0.112,0.0228,0.0007,0.006,0,0.136678201,0.525086505,0,0,0.009515571,0.287197232,0.002595156,0,0.031141869,0,0,0.007785467,0,0,0,0,0,0.37369224,0,0,0,46.1803937,0,1.003980064,0.000399241,0,0.000921625,0.001396929,9.867841411,0,9.895522389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,31.91522327
1129,0.5823,0,0.0085,0.2131,0.0207,0.0417,0.1205,0.0073,0.006,2,0.059663866,0.31512605,0.057142857,0,0.121008403,0.432773109,0.014285714,0,0,0,0,0,0,0,0,0,0,0.283876436,0,3,0,58.57596185,0,0.857865108,0.000370767,0,0.001133028,0.000302268,8.201171876,0,8.822580646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,31.88522327
1130,0.3821,0,0.0052,0.4903,0.0298,0.0784,0.0064,0.0017,0.006,0,0.169550173,0.60899654,0,0,0.008650519,0.171280277,0.026816609,0,0,0.014705882,0,0,0,0,0,0,0,0.278665618,0,0,0,38.43809387,0,0.527089534,0.000436646,0,0.001032773,0.001409011,10.00963856,0,11.40816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,31.85522327
1131,0.0157,0,0.0028,0.8606,0.0522,0.0614,0.0006,0.0006,0.006,0,0.793277311,0.149579832,0.057142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333685901,1.033413,0,0.236677011,1.582165011,0,0.285058625,0.000734162,0,0.001012934,0.005464239,13.07058824,0,9.527777779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,31.82522327
1132,0.0583,0,0.0023,0.8075,0.0558,0.0672,0.0024,0.0004,0.006,1,0.701557093,0.269031142,0.029411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403892029,0,0,0,5.86969773,0,0.230377568,0.000524414,0,0.000739124,0.003342606,14.30246914,0,10.57575758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,31.79522327
1133,0.0204,0,0.0087,0.7343,0.1315,0.086,0.0114,0.0017,0.006,3,0.641868512,0.267301038,0,0,0.000865052,0,0,0.089965398,0,0,0,0,0,0,0,0,0,0.878998138,0,0,0,2.050987845,0,0.874896913,0.000498493,0,0.000526083,0.00568233,17.96875,0,15.61904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,31.76522327
1134,0.0043,0,0.0033,0.8294,0.0413,0.0976,0.017,0.0013,0.006,0,0.793277311,0.137815126,0.057142857,0,0.000840336,0,0,0.01092437,0,0,0,0,0,0,0,0,0,0.566533873,0,0,0,0.428484349,0,0.328982753,0.000991022,0,0.000787483,0.010101514,8.704545455,0,10.87179487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,31.73522327
1135,0.005,0,0.0031,0.8613,0.0434,0.0584,0.0226,0.0003,0.006,0,0.904844291,0.089965398,0,0,0.005190311,0,0,0,0,0,0,0,0,0,0,0,0,1.159595537,0,0,0,0.501990032,0.001792822,0.308365305,0.001161459,0.016296935,0.000898911,0.00684398,7.791666667,1.333333333,8.842105264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,31.70522327
1136,0.012,0.0004,0.0019,0.8442,0.0668,0.0687,0,0,0.006,1,0.694957983,0.24789916,0.057142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39196665,2.0097086,0,0.236677011,1.20925813,0.039442074,0.193624727,0.000683332,0.000200869,0.00137466,0,13.87837838,1.642857143,8.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,31.67522327
1137,0.0204,0.0002,0.001,0.7746,0.063,0.1372,0.0006,0,0.003,0,0.430795848,0.502595156,0.029411765,0,0,0,0,0,0,0.037197232,0,0,0,0,0,0,0,0.313678645,2.1914742,0,0.243638099,2.042920148,0.015238983,0.10488006,0.000636061,0.003782957,0.000916795,0,14.45833333,2.777777778,7.090909092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,31.64522327
1138,0.023,0,0.0131,0.6794,0.1554,0.1222,0.0005,0.0005,0.006,9,0.583044983,0.218858131,0,0,0.000865052,0,0,0.082179931,0,0.108131488,0.006920415,0,0,0,0,0,0,1.343197123,8.3212185,64,0.251021072,2.31273979,0.004482054,1.315931012,0.000577616,0.001127116,0.000698291,0.000382122,17.11764706,1.8,11.36363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,31.61522327
1139,0.0149,0.001,0.0028,0.881,0.0595,0.0319,0.002,0.0011,0.006,2,0.763865546,0.176470588,0.057142857,0,0.000840336,0,0,0,0,0.001680672,0,0,0,0,0,0,0,0.564199751,0,0,0,1.494316756,0.095915953,0.285058625,0.000509492,0.001795487,0.000848959,0,14.12195122,2.476190476,8.527777779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,31.58522327
1140,0.0089,0.0001,0.0041,0.806,0.0873,0.0343,0.0507,0.0027,0.006,1,0.708477509,0.241349481,0,0.000865052,0.033737024,0,0,0.015570934,0,0,0,0,0,0,0,0,0,0.832558703,0,20,0,0.892825128,0.008964108,0.410556133,0.000703991,0.024740882,0.000869237,0.000478942,13.109375,1.285714286,9.279069769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,31.55522327
1141,0.0067,0,0.0032,0.7983,0.0922,0.0488,0.0076,0.0373,0.006,5,0.744809689,0.207612457,0.029411765,0,0.003460208,0,0,0.006920415,0,0.007785467,0,0,0,0,0,0,0,0.363764941,0,2,0,0.672308078,0.000896411,0.319122235,0.000820076,0,0.000742106,0.00058233,11.34545455,1,9.500000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,31.52522327
1142,0.0159,0,0.0037,0.6466,0.0859,0.1255,0.1159,0.0005,0.006,3,0.582352941,0.271428571,0.057142857,0,0.08907563,0,0,0,0,0,0,0,0,0,0,0,0,0.516079215,0,1,0,1.600989637,0,0.368424827,0.000662865,0,0.000909948,0.001187339,12,0,10.97560976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,31.49522327
1143,0.0139,0,0.004,0.5541,0.0544,0.1107,0.2543,0.0027,0.006,0,0.543252595,0.186851211,0,0,0.229238754,0,0,0.028546713,0.012110727,0,0,0,0,0,0,0,0,0.609909643,0,0,0,1.395711571,0,0.398006382,0.000755616,0,0.001185666,0.00024174,10.34177215,0,10.02325581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,31.46522327
1144,0.0588,0.0006,0.0036,0.3362,0.1541,0.1915,0.2491,0.0003,0.006,1,0.204201681,0.262184874,0.057142857,0,0.218487395,0,0,0.211764706,0,0.046218487,0,0,0,0,0,0,0,1.625125307,0,1,0,5.910932626,0.057370289,0.363942773,0.000418663,0.003100806,0.000904497,0.000362841,17.35582822,2.647058824,9.878048782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,31.43522327
1145,0.0353,0.0001,0.0027,0.4095,0.1319,0.3141,0.0995,0.001,0.006,2,0.16349481,0.6816609,0,0,0.073529412,0,0,0.077854671,0,0.003460208,0,0,0,0,0,0,0,1.635909659,0,34,0,3.548890243,0.008067697,0.271612464,0.000540945,0.004768692,0.001360428,0.002457992,16.73809524,1.5,9.285714287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,31.40522327
1146,0.0845,0.0004,0.0066,0.4719,0.1889,0.2325,0.007,0.0022,0.006,6,0.616782007,0.257785467,0.029411765,0,0.00432526,0,0,0.073529412,0,0.01816609,0,0,0,0,0,0,0,1.036475344,0,65,0,8.503352576,0.042131306,0.659758328,0.000472418,0.002655199,0.000961453,0.001175818,21.02564103,3.357142858,10.25454546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,31.37522327
1147,0.0565,0.0021,0.0027,0.4709,0.1411,0.3126,0.0074,0.0008,0.006,0,0.42605042,0.505042017,0.057142857,0,0.003361345,0,0,0.008403361,0,0,0,0,0,0,0,0,0,0.817753069,0,0,0,5.680555058,0.20976012,0.272508874,0.000540855,0.001457534,0.001359748,0.002796282,20.08125,6.741935485,9.200000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,31.34522327
1148,0.0412,0.0004,0.0063,0.4204,0.0678,0.213,0.2433,0.0016,0.006,0,0.030276817,0.728373702,0,0,0.241349481,0,0,0,0,0,0,0,0,0,0,0,0,5.377315111,0,0,0,4.142314174,0.040338485,0.634658826,0.000587488,0.00214558,0.000922504,0.003328896,15.60294118,2.857142857,8.981481482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,31.31522327
1149,0.0245,0,0.0026,0.3908,0.0249,0.0842,0.4549,0.0093,0.0089,0,0.359663866,0.223529412,0.057142857,0,0.300840336,0.000840336,0,0.000840336,0.034453782,0,0,0,0.022689076,0,0,0,0,0.135232097,0,0,0,2.468036899,0,0.262537987,0.00071241,0,0.001980552,0.000380981,10.27619048,0,4.314285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,31.28522327
1150,0.0267,0,0.0039,0.3642,0.1541,0.0694,0.3661,0.0096,0.006,10,0.530276817,0.022491349,0,0,0.309688581,0,0,0.076124567,0,0.026816609,0,0,0.034602076,0,0,0,0,1.052499244,0,2100,0,2.68475026,0,0.394420739,0.000574637,0,0.001185879,0.000341961,15.23636364,0,7.261904763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,31.25522327
1151,0.0583,0.0006,0.0037,0.7023,0.0501,0.1193,0.0556,0.0041,0.006,9,0.835640138,0.078719723,0.029411765,0,0.038927336,0,0,0,0,0.01384083,0.003460208,0,0,0,0,0,0,0.992885289,0,5,0,5.865215676,0.062748754,0.368424827,0.000491978,0.002343177,0.001329089,0.00100098,19.67901235,4.764705883,8.634146342,1,5.865215676,0.062748754,0.368424827,0.000491978,0.000491978,0.001329089,19.67901235,4.764705883,8.634146342,0,0,0,0,0,0,0,0,0,0,118.3000664,31.22522327
1152,0.0284,0.0002,0.0036,0.7429,0.0429,0.0987,0.0691,0.0082,0.006,3,0.81092437,0.102521008,0.057142857,0,0.029411765,0,0,0,0,0,0,0,0,0,0,0,0,0.500205184,0,2,0,2.85955036,0.021513859,0.357667898,0.000599773,0.002881874,0.000852541,0.000460153,15.88495575,2.8,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,31.19522327
1153,0.0348,0.0001,0.0064,0.6925,0.0469,0.1383,0.0492,0.026,0.006,9,0.908304498,0.059688581,0,0,0.03200692,0,0,0,0,0,0,0,0,0,0,0,0,0.65171242,0,10,0,3.496898419,0.008964108,0.640037291,0.000582324,0.007283907,0.000808713,0.000846931,16.552,2.285714286,12.53703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,31.16522327
1154,0.2784,0.0001,0.009,0.5022,0.0284,0.0971,0.0672,0.0117,0.006,1,0.579831933,0.12605042,0.057142857,0,0.035294118,0.174789916,0.026890756,0,0,0,0,0,0,0,0,0,0,0.1127146,0,0,0,28.00297608,0.014342572,0.900892825,0.000459911,0.003427802,0.000619239,0.001245887,7.892655368,3.5,12.453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,31.13522327
1155,0.4511,0.0002,0.0062,0.2707,0.0261,0.0755,0.1623,0.0018,0.006,0,0.24567474,0.269896194,0,0,0.146193772,0.262110727,0.064013841,0,0.007785467,0.00432526,0,0,0,0,0,0,0,0.23069699,0,0,0,45.38348453,0.018824626,0.624798308,0.000388627,0.004360758,0.001087255,0.001300827,8.501108648,2.1,8.924528303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,31.10522327
1156,0.8916,0,0.004,0.0572,0.0034,0.0407,0,0.0001,0.003,0,0.001730104,0.113321799,0.029411765,0,0,0.507785467,0.347750865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.42504213,0,0.405177669,0.000274038,0,0.001013751,0,4.362341773,0,7.395348838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3000664,31.07522327
1157,0.0076,0.0003,0.0064,0.932,0.0232,0.0266,0.0002,0.0007,0.003,0,0.840336134,0.069747899,0.08487395,0,0.005042017,0,0,0,0,0,0,0,0,0,0,0,0,0.312075431,0,0,0,0.761949156,0.026892323,0.645415755,0.00101122,0.006011305,0.000631822,0.020585264,9.677966103,3.454545455,11.37037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3300664,33.08522327
1158,0.0044,0.0004,0.0061,0.7935,0.0161,0.0391,0.132,0.0025,0.006,0,0.858823529,0.03697479,0.057142857,0,0.047058824,0,0,0,0,0,0,0,0,0,0,0,0,0.33819347,0,0,0,0.447308975,0.038545663,0.609559324,0.00088328,0.001903135,0.000747872,0.000594367,7.666666667,3.857142857,12.32075472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3300664,33.05522327
1159,0.0153,0,0.0003,0.4719,0.0047,0.0399,0.4477,0.0142,0.006,0,0.708571429,0.02122449,0.111020408,0,0.159183673,0,0,0,0,0,0,0,0,0,0,0,0,0.03322023,1.3054761,0,0.171587278,1.540033705,0.000896411,0.028685145,0.000631595,0,0.004465243,0.000278792,7.722891567,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3300664,33.02522327
1160,0.0154,0.0003,0.0015,0.7734,0.0089,0.0637,0.1207,0.0101,0.006,1,0.847058824,0.086554622,0.057142857,0,0.009243697,0,0,0,0,0,0,0,0,0,0,0,0,0.135187089,0,0,0,1.550790634,0.029581555,0.149700599,0.000645707,0.000952615,0.001463533,0.000415716,10.26190476,3.333333334,7.346153847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3300664,32.99522327
1161,0.0491,0,0.0028,0.6646,0.0159,0.0257,0.2356,0.0003,0.006,0,0.629411765,0.111764706,0.08487395,0,0.17394958,0,0,0,0,0,0,0,0,0,0,0,0,1.37094324,0,0,0,4.941016171,0.000896411,0.280576571,0.000376022,0,0.000651448,0.000823937,17.87919463,1,10.02777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3300664,32.96522327
1162,0.0216,0.0001,0.0098,0.8861,0.0051,0.018,0.0429,0.0104,0.006,2,0.831020408,0.032653061,0.111020408,0,0.025306122,0,0,0,0,0,0,0,0,0,0,0,0,1.11448101,0,0,0,2.172003299,0.009860518,0.985155438,0.000757343,0.007958292,0.000891834,0.002737125,11.57575758,2.142857143,7.253731344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3300664,32.93522327
1163,0.1105,0.0001,0.0034,0.838,0.0249,0.0171,0,0,0.006,3,0.646218487,0.261344538,0.057142857,0,0,0.031092437,0.004201681,0,0,0,0,0,0,0,0,0,0,0.3759884,1.5245942,1,0.181986507,11.11728639,0.014342572,0.344221736,0.000393064,0.007812075,0.000924324,0,18.65022422,2.5,9.475000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3300664,32.90522327
1164,0.4313,0,0.024,0.4666,0.0159,0.054,0.0022,0,0.006,2,0.334693878,0.205714286,0.111020408,0,0.003265306,0.20244898,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0.7628406,1,0.171587278,43.38448851,0,2.409552153,0.000379414,0,0.000725305,0.001470697,11.30227273,0,12.88461539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.3300664,32.87522327
1165,0.2806,0.0001,0.0046,0.5517,0.0851,0.0454,0.0263,0.0002,0.006,23,0.268907563,0.533613445,0.057142857,0,0.024369748,0.080672269,0.035294118,0,0,0,0,0,0,0,0,0,0,0.132362046,0,178,0,28.22976801,0.012549751,0.463444369,0.000489957,0.001002125,0.001003602,0.0058521,14,2.625,8.630434783,2,56.45953602,0.025099502,0.926888738,0.000979914,0.000979914,0.002007204,28,5.25,17.26086957,0,0,0,0,0,0,0,0,0,0,118.3300664,32.84522327
1166,0.2232,0,0.0286,0.7008,0.0207,0.0206,0,0,0.006,3,0.527731092,0.317647059,0.08487395,0,0,0.045378151,0.024369748,0,0,0,0,0,0,0,0,0,0,0.226656028,1.1586947,0,0.176633963,22.45867546,0,2.878374987,0.000390134,0,0.000714788,0,14.52681388,0,9.798245615,1,22.45867546,0,2.878374987,0.000390134,0.000390134,0.000714788,14.52681388,0,9.798245615,0,0,0,0,0,0,0,0,0,0,118.3300664,32.81522327
